case number,CA-LOS ANGELES,CA-LOS GATOS,CA-SAN DIEGO,CA-WALNUT CREEK,DE-WILMINGTON,FL-CLEARWATER,IL-CHICAGO,MA-FRAMINGHAM,MA-SPRINGFIELD,MI-ANN ARBOR,NC-CHARLOTTE,NY-BUFFALO,NY-NEW YORK CITY,OH-COLUMBUS,OH-CLEVELAND HEIGHTS,OH-TOLEDO,PA-PHILADELPHIA,PA-PITTSBURGH,WA-KENT,WI-MADISON,NY-Westchester
7382,0.363520254,0.387363624,0.473027733,0.39428209,0.390817369,0.570806846,0.343598807,0.440173479,0.402961485,0.371073783,0.695319305,0.60100974,0.380490298,0.342545282,0.307330128,0.363520254,0.550206325,0.759719789,0.408244364,0.45454135,NA
7447,0.146091535,0.146091535,0.135945612,0.159241737,0.163171028,0.244122117,0.137259515,0.188396817,0.348248615,0.16817069,0.170666387,0.16266082,0.157306026,0.157150738,0.100847169,0.142503494,0.143925063,0.512504886,0.163171028,0.19288047,NA
7465,0.33239004,0.298332545,0.390251385,0.357347381,0.350130161,0.464035823,0.311716117,0.39435555,0.322413822,0.517221021,0.365925655,0.352803591,0.357347381,0.394640991,0.241751254,0.291766101,0.372236322,0.701460973,0.386840807,0.421031325,NA
7476,0.152472199,0.152472199,0.141956812,0.166085036,0.170149013,0.253278923,0.143319177,0.196200652,0.359738967,0.176689178,0.167735113,0.169621408,0.164082374,0.163921698,0.105495884,0.148754747,0.150227752,0.525048822,0.170149013,0.200824073,NA
7492,0.384580843,0.346933347,0.460208026,0.4155995,0.420151445,0.96326871,0.359198472,0.472131478,0.690981694,0.678641915,0.675310936,0.534340778,0.4155995,0.530759476,0.310363644,0.367533717,0.569045713,0.866741541,0.443351576,0.496861421,NA
7494,0.152715963,0.168371021,0.171440251,0.170415356,0.170415356,0.267713872,0.141773649,0.208221911,0.307759909,0.143858376,0.29493808,0.184715881,0.166346293,0.176496261,0.108451915,0.160389035,0.151452631,0.518267968,0.187483316,0.215499802,NA
7950,0.342098745,0.369043349,0.478897536,0.376998506,0.37300674,0.823573073,0.320122994,0.431436239,0.480860438,0.437173311,0.847853394,0.386107754,0.361201942,0.320188184,0.303101132,0.342098745,0.433389984,0.847554151,0.393247913,0.449115459,NA
8024,0.347046813,0.312189811,0.453094809,0.372490632,0.365141343,0.636738132,0.325906295,0.410066391,0.399758781,0.531006708,0.693125727,0.523329289,0.372490632,0.548664667,0.253931492,0.305451137,0.531589814,0.700202114,0.402451205,0.437038025,NA
8026,0.358410002,0.358410002,0.388630722,0.380046417,0.386321216,0.635325446,0.343295223,0.424699689,0.459180006,0.441770153,0.685209338,0.359906584,0.376923843,0.318947809,0.297771968,0.352328273,0.430759538,0.767085379,0.386321216,0.431198955,NA
8027,0.141960375,0.141960375,0.120890575,0.15365963,0.157144087,0.40394776,0.134066262,0.179411412,0.276058873,0.110964332,0.385038999,0.183794529,0.151941244,0.105524681,0.09709097,0.138757169,0.187218866,0.5038156,0.157144087,0.183353318,NA
8028,0.569114449,0.519483831,0.758631198,0.605516795,0.594978719,1.267496526,0.538996933,0.659821585,0.744149743,0.833381462,1.485173601,0.615805983,0.605516795,0.588210122,0.393506172,0.509898498,0.828679909,1.138428958,0.648748275,0.699393332,NA
8042,0.37369854,0.398786821,0.491054948,0.406135094,0.402451091,0.806363719,0.352993958,0.455766264,0.418689837,0.399570151,0.994244336,0.363475254,0.391517931,0.199455897,0.297661233,0.37369854,0.510585025,0.847776433,0.42106609,0.471659021,NA
